date_time,y,co_gt,nhmc,c6h6,s2,nox,s3,no2,s4,s5,t,rh,ah,level_High,level_Low,level_Moderate,level_Very High,level_Very low,y_later
2004-03-11 09:00:00,1351,2.2,87.0,23.53933649442429,960.0,129.0,1079.0,101.0,1583.0,1028.0,10.5,60.6,0.7691,1,0,0,0,0,1310.0
2004-03-11 10:00:00,1233,1.7,77.0,6.3,842.1553373268564,112.0,1218.0,98.0,1446.0,860.0,10.8,58.4,0.7552,1,0,0,0,0,1292.0
2004-03-11 11:00:00,1179,1.5,43.0,5.0,762.0,95.0,1328.0,92.0,1362.0,671.0,34.21435688658719,57.9,0.7352,1,0,0,0,0,1383.0
2004-03-11 12:00:00,1236,1.6,61.0,5.2,774.0,48.12399519032748,1301.0,95.0,1401.0,664.0,9.5,66.8,0.7951,1,0,0,0,0,1581.0
2004-03-11 13:00:00,1286,1.9,63.0,7.3,869.0,146.0,930.7893844172547,112.0,1537.0,799.0,8.3,76.4,0.8393,1,0,0,0,0,1776.0
2004-03-11 14:00:00,1371,2.9,164.0,11.5,1034.0,207.0,983.0,128.0,1730.0,1037.0,8.0,81.1,0.8736,1,0,0,0,0,1640.0
2004-03-11 15:00:00,1310,2.2,79.0,8.8,933.0,184.0,1082.0,126.0,1507.1697681293706,946.0,8.3,79.8,0.8778,1,0,0,0,0,1313.0
2004-03-11 16:00:00,1292,2.2,95.0,8.3,912.0,193.0,1103.0,131.0,1591.0,957.0,9.7,71.2,0.8569,1,0,0,0,0,965.0
2004-03-11 17:00:00,1383,2.9,-120.78621311046659,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.35112241099706,0.8185,1,0,0,0,0,913.0
2004-03-11 18:00:00,1581,4.8,307.0,20.8,1319.0,281.0,799.0,151.0,2083.0,1409.0,10.3,64.2,0.8065,1,0,0,0,0,1080.0
2004-03-11 19:00:00,1776,6.9,461.0,27.4,1488.0,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,1,0,0,0,0,1044.0
2004-03-11 20:00:00,1640,6.1,401.0,24.0,1404.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,1,0,0,0,0,988.0
2004-03-11 21:00:00,1313,3.9,197.0,12.8,1076.0,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,1,0,0,0,0,889.0
2004-03-11 22:00:00,965,1.5,61.0,4.7,749.0,94.0,953.3234912455264,85.0,1333.0,821.0,8.2,63.4,0.6905,1,0,0,0,0,831.0
2004-03-11 23:00:00,913,1.0,26.0,2.6,629.0,47.0,1565.0,53.0,1252.0,552.0,8.2,60.8,0.6657,0,0,1,0,0,847.0
2004-03-12 00:00:00,1080,1.7,55.0,5.9,805.0,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,1,0,0,0,0,927.0
2004-03-12 01:00:00,1044,1.9,53.0,6.4,829.0,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,1,0,0,0,0,1091.0
2004-03-12 02:00:00,988,1.4,40.0,4.1,718.0,82.0,1396.0,66.55765639921854,1304.0,692.0,7.1,61.8,0.6276,1,0,0,0,0,1587.0
2004-03-12 03:00:00,889,0.8,21.0,-11.48500424216187,574.0,-200.0,1066.590394741104,-200.0,1187.0,512.0,7.0,62.3,0.6261,0,1,0,0,0,1545.0
2004-03-12 04:00:00,831,-200.0,10.0,1.1,506.0,21.0,1893.0,32.0,1134.0,384.8970610640507,6.1,65.9,0.6248,0,0,0,0,1,1350.0
2004-03-12 05:00:00,847,0.6,7.0,1.0,545.4178087376381,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,0,1,0,0,0,1263.0
2004-03-12 06:00:00,927,0.8,17.0,26.396970238439277,571.0,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,0,1,0,0,0,1206.0
2004-03-12 07:00:00,1091,1.4,33.0,4.4,730.0,109.0,913.1459049937423,69.82125970711972,1361.0,748.0,6.4,65.1,0.6316,1,0,0,0,0,1252.0
2004-03-12 08:00:00,1587,4.4,202.0,17.9,1226.732210640396,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,1,0,0,0,0,1287.0
2004-03-12 09:00:00,1545,-200.0,-200.0,22.1,1353.0,-200.0,767.0,-200.0,2058.0,1588.0,9.2,56.2,0.6561,0,0,0,0,1,1353.0
2004-03-12 10:00:00,1350,3.1,208.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,1,0,0,0,0,1309.0
2004-03-12 11:00:00,1263,2.7,166.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,10.104227485515882,1,0,0,0,0,1274.0
2004-03-12 12:00:00,1206,2.1,114.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,1,0,0,0,0,1510.0
2004-03-12 13:00:00,1252,2.5,140.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,55.067348213930806,0.6262,1,0,0,0,0,1525.0
2004-03-12 14:00:00,1287,2.7,169.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,51.4060953276083,0.6559999999999999,1,0,0,0,0,1843.0
2004-03-12 15:00:00,1353,2.9,185.0,14.2,1122.0,193.93141022613415,922.0,126.0,1740.0,1139.0,28.96847647194917,37.0,0.6609999999999999,1,0,0,0,0,1598.0
2004-03-12 16:00:00,1309,2.8,165.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,1,0,0,0,0,1484.0
2004-03-12 17:00:00,1274,2.4,133.0,17.83043707983766,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,1,0,0,0,0,1677.0
2004-03-12 18:00:00,1510,0.9451719198350181,233.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,1,0,0,0,0,1280.0
2004-03-12 19:00:00,1525,3.7,242.0,18.2,1246.0,202.0,821.0,145.0,1847.0,1448.0,14.4,63.87068527408038,0.7084,1,0,0,0,0,1196.0
2004-03-12 20:00:00,1843,6.6,-90.35943005459433,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,1,0,0,0,0,1184.0
2004-03-12 21:00:00,1598,4.4,333.0,20.1,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,1,0,0,0,0,1172.0
2004-03-12 22:00:00,1484,3.5,215.0,14.3,1127.0,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,1,0,0,0,0,1147.0
2004-03-12 23:00:00,1677,5.4,367.0,21.8,1346.0,300.0,741.0,134.0,2062.0,1657.0,9.7,64.6,0.7771,1,0,0,0,0,978.0
2004-03-13 00:00:00,1280,-14.782960652432433,122.0,9.6,964.0,193.0,963.0,80.06970234752042,1544.0,1285.0,9.5,64.1,0.7597,1,0,0,0,0,1100.0
2004-03-13 01:00:00,1196,1.9,67.0,7.4,873.0,139.0,1071.0,97.0,1463.0,1144.0,9.1,63.9,0.7423,1,0,0,0,0,1112.0
2004-03-13 02:00:00,1184,1.6,43.0,5.4,782.0,83.0,1176.0,82.0,1354.0869735504486,1043.0,27.23725805252604,63.9,0.7256,1,0,0,0,0,1336.0
2004-03-13 03:00:00,1172,1.7,46.0,5.4,783.0,-200.0,1179.0,-200.0,1380.0,996.0,26.07632768628871,74.07774193170971,0.7173,1,0,0,0,0,1408.0
2004-03-13 04:00:00,1147,-200.0,56.0,6.2,821.0,109.0,1132.0,83.0,1412.0,992.0,7.0,71.1,0.7158,0,0,0,0,1,1447.0
2004-03-13 05:00:00,978,1.0,30.0,2.6,625.0,62.0,1420.0,65.0,1274.0,819.0,8.3,63.6,0.6982,0,0,1,0,0,1542.0
2004-03-13 06:00:00,1100,1.2,27.0,2.9,646.0,53.0,1406.0,60.0,1268.0,835.0,7.2,67.5,0.6887,1,0,0,0,0,1451.0
2004-03-13 07:00:00,1112,1.5,47.0,5.1,770.0,139.0,924.7904545815343,77.0,1409.0,940.0,6.3,71.9,0.6932,1,0,0,0,0,1328.0
2004-03-13 08:00:00,1336,2.7,132.0,11.8,1043.0,256.0,935.0,96.0,1678.0,1132.1944130777322,6.5,71.6,0.6945,1,0,0,0,0,1207.0
2004-03-13 09:00:00,1408,3.7,239.0,15.1,1153.0,295.0,830.0,119.0,1777.0,1411.0,9.6,59.7,0.7124,1,0,0,0,0,1240.0
2004-03-13 10:00:00,1447,3.2,160.0,12.9,1081.0,250.0,869.0,126.0,1667.0,1189.4205878627843,12.4,51.2,0.7335,1,0,0,0,0,1306.0
2004-03-13 11:00:00,1542,4.1,-115.27089544504453,16.1,1184.0,376.36819184326237,808.0,158.0,1780.0,1583.0,32.965385077715446,42.2,0.7451,1,0,0,0,0,1326.0
2004-03-13 12:00:00,1451,3.6,210.0,14.0,1117.0,239.0,875.0,161.0,1679.0,1387.0,18.4,33.8,0.7090000000000001,1,0,0,0,0,1473.0
2004-03-13 13:00:00,1328,-0.9322903798107822,154.0,12.3,1059.0,153.0,987.0,124.0,1600.0,1101.0,19.4,31.3,0.695,1,0,0,0,0,1609.0
2004-03-13 14:00:00,1207,2.0,112.0,8.6,924.0,118.0,1088.0,102.0,1570.1571349534577,850.0,28.81296686369196,34.8,0.7127,1,0,0,0,0,1611.0
2004-03-13 15:00:00,1240,2.0,108.0,9.2,947.0,119.0,1049.0,116.0,1532.0,947.0,18.4,33.6,0.7042,1,0,0,0,0,1621.0
2004-03-13 16:00:00,1306,2.5,111.0,10.2,987.0,138.0,1004.0,124.0,1554.0,1078.0,17.6,35.1,0.7012,1,0,0,0,0,1444.0
2004-03-13 17:00:00,1326,2.3,97.0,10.6,1000.0,148.0,976.0,125.0,1602.0,1084.0,16.7,37.8,0.7117,1,0,0,0,0,1418.0
2004-03-13 18:00:00,1473,3.2,191.0,15.5,1163.0,227.0,831.0,148.0,1779.0,1395.0,16.1,41.0,0.7451,1,0,0,0,0,1534.0
2004-03-13 19:00:00,1609,4.2,258.0,19.6,1286.0,277.0,758.0,165.0,1893.581448577201,1612.0,15.8,42.4,0.7569,1,0,0,0,0,1484.0
2004-03-13 20:00:00,1611,4.2,284.0,19.2,1274.0,279.0,754.0,161.0,1915.0,1697.0,15.7,44.1,0.7786,1,0,0,0,0,1367.0
2004-03-13 21:00:00,1621,4.2,269.0,18.3,1247.0,283.0,762.0,159.0,1860.0,1886.0,15.3,46.8,0.8091,1,0,0,0,0,1344.0
2004-03-13 22:00:00,1444,3.1,180.0,27.981716808456202,1089.0,214.0,844.0,143.0,1748.0,1624.0,26.16060666488001,48.6,0.8059999999999999,1,0,0,0,0,1130.0
2004-03-13 23:00:00,1418,2.6,-100.33256818341096,10.9,1010.0,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,1,0,0,0,0,1062.0
2004-03-14 00:00:00,1534,2.9,93.0,11.0,1013.0,190.0,889.0,129.0,1611.0,1535.0,13.9,53.6,0.8498,1,0,0,0,0,1076.0
2004-03-14 01:00:00,1484,2.8,131.0,24.58548273333011,1045.0,174.0,880.0,119.0,1624.0,1530.0,14.6,51.5,0.8536,1,0,0,0,0,1028.0
2004-03-14 02:00:00,1367,2.5,92.0,8.6,925.0,128.0,953.0,104.0,1543.0,988.6699888389442,12.5,58.9,0.8537,1,0,0,0,0,1155.0
2004-03-14 03:00:00,1344,2.4,132.0,9.7,968.0,-200.0,921.0,-200.0,1620.0,1278.0,11.6,63.4,0.8674,1,0,0,0,0,1235.0
2004-03-14 04:00:00,1130,-200.0,56.0,5.2,773.0,70.0,1130.0,82.0,1452.0,1051.0,20.451496315736556,61.1,0.8603,0,0,0,0,1,1332.0
2004-03-14 05:00:00,1062,1.2,32.0,3.7,691.0,53.0,1272.0,70.0,1377.0,638.0995767038092,11.5,55.564308360164404,0.8533,1,0,0,0,0,1445.0
2004-03-14 06:00:00,1076,1.0,29.0,2.5,618.0,44.0,1395.0,63.0,1333.0,872.0,11.6,62.2,0.8473,0,0,1,0,0,1416.0
2004-03-14 07:00:00,1028,0.9,27.0,2.4,615.0,74.0,1384.0,67.0,1340.0,853.0,29.189601065863467,67.6,0.853,0,1,0,0,0,1281.0
2004-03-14 08:00:00,1155,1.4,36.0,4.2,863.9329773623153,101.0,1225.0,84.0,1414.0,959.0,11.6,62.7,0.853,1,0,0,0,0,1207.0
2004-03-14 09:00:00,1235,1.6,57.0,6.4,828.0,118.0,1055.0,83.0,1527.0,1093.0,12.4,60.0,0.8627,1,0,0,0,0,1258.0
2004-03-14 10:00:00,1332,2.2,129.0,8.6,923.0,200.6406510702261,952.0,98.0,1614.0,1225.0,14.5,53.1,0.8728,1,0,0,0,0,1458.0
2004-03-14 11:00:00,1445,2.8,148.0,10.9,1009.0,176.0,878.0,114.0,1601.378828058011,1355.0,16.9,46.1,0.8789,1,0,0,0,0,1438.0
2004-03-14 12:00:00,1416,2.8,145.0,10.7,1002.0,161.0,907.0,119.0,1677.0,1262.0,19.3,38.3,0.8474,1,0,0,0,0,1478.0
2004-03-14 13:00:00,1281,2.0,93.0,7.5,880.0,113.0,1084.0,104.0,1525.0,980.0,21.2,31.4,0.7812,1,0,0,0,0,1808.0
2004-03-14 14:00:00,1207,1.8,84.0,7.5,879.0,103.0,1104.0,102.0,1476.404408803885,872.0,21.4,30.2,0.7616,1,0,0,0,0,1898.0
2004-03-14 15:00:00,1258,1.9,99.0,8.2,906.0,112.0,1081.0,107.0,1511.0,900.0,21.9,29.0,0.7525,1,0,0,0,0,1560.0
2004-03-14 16:00:00,1458,3.0,150.0,11.9,1045.0,170.0,974.0,129.0,1646.0,1099.0,22.2,28.4,9.416449492123023,1,0,0,0,0,1324.0
2004-03-14 17:00:00,1438,2.9,156.0,12.0,1051.0,180.0,943.0,128.0,1668.0,1206.0,21.3,59.83160994391749,0.7696,1,0,0,0,0,1349.0
2004-03-14 18:00:00,1478,2.5,122.0,12.2,1055.0,160.0,929.0,121.0,1671.0,1262.0,19.7,36.7,0.8307,1,0,0,0,0,1239.0
2004-03-14 19:00:00,1808,4.6,262.0,20.6,1312.0,261.0,753.0,157.0,1993.0,1698.0,18.4,41.7,0.8732,1,0,0,0,0,1239.0
2004-03-14 20:00:00,1898,5.9,341.0,23.1,1381.0,325.0,681.0,173.0,2103.0,1905.0,17.6,78.39067831752232,0.921,1,0,0,0,0,1224.0
2004-03-14 21:00:00,1560,3.4,214.0,14.7,1140.0,217.0,784.0,146.0,1818.0,1648.0,16.7,49.6,0.932,1,0,0,0,0,1078.0
2004-03-14 22:00:00,1324,2.1,100.0,9.0,940.0,146.0,924.0,121.0,1587.0,1423.0,16.3,51.0,0.9341,1,0,0,0,0,1078.0
2004-03-14 23:00:00,1349,2.2,79.0,8.8,933.0,152.0,933.0,119.0,1617.0,1349.0,14.7,55.9,0.9314,1,0,0,0,0,1075.0
2004-03-15 00:00:00,1239,1.8,66.0,7.4,872.0,104.0,822.970115370594,99.0,1547.0,1250.0,14.8,54.7,0.9164,1,0,0,0,0,1157.0
2004-03-15 01:00:00,1239,1.8,73.0,6.9,853.0,106.0,1010.0,93.0,1543.0,1174.0,14.0,57.0,0.9094,1,0,0,0,0,1314.0
2004-03-15 02:00:00,1224,1.8,66.0,7.0,855.0,108.0,998.0,88.0,1468.5669185378144,900.8595233504959,13.4,61.3,0.9361,1,0,0,0,0,1797.0
2004-03-15 03:00:00,1078,1.1,44.0,4.4,734.0,-200.0,1128.0,-66.6930647918425,1487.0,1021.0,12.6,63.5,0.923,1,0,0,0,0,1961.0
2004-03-15 04:00:00,1078,-22.337823078624254,44.0,4.0,711.0,66.0,1150.0,71.0,1468.0,1013.0,12.3,65.4,0.9351,0,0,0,0,1,1771.0
2004-03-15 05:00:00,1075,1.0,39.0,3.9,703.0,88.0,1156.0,74.0,1464.0,1010.0,11.9,67.4,0.9375,0,0,1,0,0,1564.0
2004-03-15 06:00:00,1157,1.4,51.0,6.4,830.0,138.0,1030.0,80.0,1584.0,1083.0,11.4,70.5,0.9475,1,0,0,0,0,1430.0
2004-03-15 07:00:00,1314,2.2,-114.62774321474066,9.7,966.0,228.0,897.0,89.0,1710.0,1235.0,11.3,70.2,0.9401,1,0,0,0,0,1417.0
2004-03-15 08:00:00,1797,5.5,336.0,25.9,1451.0,360.0,652.0,114.0,2323.0,1680.0,12.4,63.9,0.917,1,0,0,0,0,1400.0
2004-03-15 09:00:00,1961,8.1,618.0,36.7,1701.0,478.0,537.0,149.0,2665.0,2184.0,14.8,54.3,0.9076,1,0,0,0,0,1317.0
2004-03-15 10:00:00,1771,5.8,438.0,40.39964716908244,1470.0,394.0,622.0,157.0,2262.0,1973.0,17.4,45.6,0.8993,1,0,0,0,0,1318.0
2004-03-15 11:00:00,1564,4.2,334.0,20.1,1300.0,319.0,710.0,155.0,2029.0,1798.0,19.8,38.5,14.081387774596681,1,0,0,0,0,1445.0
2004-03-15 12:00:00,1430,3.1,221.0,14.1,1120.0,201.0,831.0,134.0,1783.0,1522.0,22.0,34.1,0.8904,1,0,0,0,0,1917.0
2004-03-15 13:00:00,1417,2.9,207.0,14.9,1146.0,171.0,830.0,119.0,1831.0,1404.0,23.3,32.2,9.073295387586109,1,0,0,0,0,2040.0
2004-03-15 14:00:00,1400,2.9,191.0,15.4,1162.0,225.17213562404578,838.0,111.0,1829.0,1263.0,23.9,30.0,0.8757,1,0,0,0,0,1895.0
2004-03-15 15:00:00,1317,2.5,185.0,12.1,1053.0,153.0,926.0,104.0,1695.0750742432006,1137.0,24.4,28.9,0.8736,1,0,0,0,0,1595.0
2004-03-15 16:00:00,1318,2.3,141.0,11.5,1014.5012638315842,143.0,950.0,99.0,1675.0,1068.0,24.4,29.4,0.8848,1,0,0,0,0,1439.0
2004-03-15 17:00:00,1445,2.8,214.0,14.8,1141.0,156.0,857.0,110.0,1824.0,1252.0,23.8,31.3,0.9137,1,0,0,0,0,1142.0
2004-03-15 18:00:00,1917,6.1,-42.47957882156992,32.1,1601.0,314.0,631.0,162.0,2447.0,1843.0,22.5,35.4,0.9547,1,0,0,0,0,1304.0
2004-03-15 19:00:00,2040,8.0,685.0,39.2,1754.0,404.0,542.0,187.31816850217405,2679.0,2122.0,20.4,42.5,25.14060497087339,1,0,0,0,0,1074.0
2004-03-15 20:00:00,1895,6.5,538.0,31.0,1573.0,320.0,565.0,165.0,2443.0,1992.0,18.3,52.6,1.0945,1,0,0,0,0,968.0
2004-03-15 21:00:00,1595,4.2,319.0,19.9,1294.0,256.0,678.0,145.0,2058.0,1707.0,16.7,57.4,1.0786,1,0,0,0,0,929.0
2004-03-15 22:00:00,1439,3.2,224.0,15.3,1159.0,193.0,764.0,125.0,1856.0,1494.0,15.7,60.2,1.0654,1,0,0,0,0,941.0
2004-03-15 23:00:00,1142,1.4,67.0,6.9,852.0,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058,1,0,0,0,0,937.0
2004-03-16 00:00:00,1304,2.1,155.0,11.1,1019.0,127.0,852.0,103.0,1595.74668890535,1272.0,14.1,65.7,1.0494,1,0,0,0,0,1017.0
2004-03-16 01:00:00,1074,1.2,49.0,5.4,784.0,79.0,1098.0,88.0,1483.0,1040.0,14.8,60.6,1.0148,1,0,0,0,0,1171.0
2004-03-16 02:00:00,968,0.8,29.0,2.8,640.0,43.0,1320.0,61.0,1386.0,867.0,14.8,59.2,0.9879,0,1,0,0,0,1541.0
2004-03-16 03:00:00,929,-102.32386613714341,25.0,2.3,608.0,-200.0,1376.0,-200.0,1364.0,826.0,13.6,62.1,0.9636,0,1,0,0,0,1539.0
2004-03-16 04:00:00,941,-200.0,25.0,2.6,626.0,59.0,1316.0,59.0,1373.0,623.4354924189589,12.3,66.2,8.5594782928182,0,0,0,0,1,1735.0
2004-03-16 05:00:00,937,-20.58782455074378,17.0,2.0,585.0,38.0,1412.0,52.0,1348.0,793.0,12.8,63.2,0.9283,0,1,0,0,0,1571.0
2004-03-16 06:00:00,1017,0.9,27.0,3.5,681.0,82.0,1246.0,64.0,1418.0,870.0,11.2,68.5,0.9081,0,1,0,0,0,1452.0
2004-03-16 07:00:00,1171,1.3,50.0,5.1,770.0,99.0,1162.0,70.0,1467.0,770.7659398255765,11.0,66.5,0.8705,1,0,0,0,0,1579.0
2004-03-16 08:00:00,1541,-8.086113824432973,218.0,16.2,1185.0,263.0,770.0,97.0,1889.0,1407.0,11.7,63.7,0.8719,1,0,0,0,0,1466.0
2004-03-16 09:00:00,1539,3.7,285.0,19.7,1287.0,229.0,759.2846078319067,95.0,2055.0,1507.0,13.6,56.3,0.8743,1,0,0,0,0,1280.0
2004-03-16 10:00:00,1735,5.3,437.0,25.1,1431.0,396.0,628.0,150.0,2211.0,1843.0,17.8,42.9,0.8672,1,0,0,0,0,1407.0
2004-03-16 11:00:00,1571,4.1,327.0,20.0,1297.0,322.9955459653541,730.0,162.0,1973.0,1729.0,21.4,33.3,0.8417,1,0,0,0,0,1389.0
2004-03-16 12:00:00,1452,3.3,283.0,18.3,1250.0,328.1230164534481,776.0,154.0,1868.0,1583.0,24.4,27.4,0.8231,1,0,0,0,0,1447.0
2004-03-16 13:00:00,1579,4.0,366.0,22.3,1359.0,252.0,724.0,161.0,1998.0,1671.0,25.3,26.1,0.8264,1,0,0,0,0,1551.0
2004-03-16 14:00:00,1466,4.364541044476955,318.0,20.4,1309.0,263.0,773.0,161.0,1897.0,1491.0,25.8,23.2,0.7589,1,0,0,0,0,1474.0
2004-03-16 15:00:00,1280,2.8,228.0,14.6,1136.0,180.0,893.0,128.0,1675.0,1194.4630668548132,27.0,20.2,0.7094,1,0,0,0,0,1800.0
2004-03-16 16:00:00,1407,2.9,201.0,16.6,1197.0,184.0,905.0,129.0,1759.0,1313.0,28.2,18.6,0.7014,1,0,0,0,0,1379.0
2004-03-16 17:00:00,1389,2.9,199.0,15.8,1173.0,190.0,751.5709497902047,133.0,1739.0,1363.0,28.0,19.1,0.7098,1,0,0,0,0,1201.0
2004-03-16 18:00:00,1447,3.4,237.0,17.8,1235.0,184.0,859.0,139.0,1778.0,1296.0,23.9,25.7,0.7519,1,0,0,0,0,1205.0
2004-03-16 19:00:00,1551,3.9,261.0,19.1,1271.0,181.0,800.0,137.0,1875.0,1432.0,21.3,34.8,0.873,1,0,0,0,0,1072.0
2004-03-16 20:00:00,1474,3.2,230.0,15.8,1173.0,166.0,854.0,143.0,1776.0,1252.0025148563518,20.4,36.7,0.8704,1,0,0,0,0,998.0
2004-03-16 21:00:00,1800,5.1,349.0,24.9,1426.0,317.0,700.0,177.0,2106.0,2034.0,19.0,41.3,0.9007,1,0,0,0,0,933.0
2004-03-16 22:00:00,1379,2.6,183.0,25.12697976310113,1101.0,184.0,818.0,138.0,1710.0,1602.0,17.9,45.9,0.9342,1,0,0,0,0,883.0
2004-03-16 23:00:00,1201,1.7,88.0,9.1,943.0,130.0,935.0,117.0,1560.0,1362.0,16.7,48.9,0.9226,1,0,0,0,0,869.0
2004-03-17 00:00:00,1205,1.7,85.0,8.6,925.0,132.0,922.0,107.0,1547.0,1314.0,15.5,52.9,0.9271,1,0,0,0,0,891.0
2004-03-17 01:00:00,1072,1.2,47.0,5.4,784.0,95.0,1066.0,44.639073197190825,1442.0,1114.0,20.933590096256477,51.9,0.9059,1,0,0,0,0,1173.0
2004-03-17 02:00:00,998,0.9,34.0,4.1,714.0,70.0,1169.0,79.0,1383.0,992.0,14.1,55.6,0.8909999999999999,0,1,0,0,0,1587.0
2004-03-17 03:00:00,933,-98.36911509610725,26.0,2.6,625.0,-200.0,1292.0,-200.0,1332.0,884.0,13.1,72.25163347090258,0.8666,0,1,0,0,0,1852.0
2004-03-17 04:00:00,883,-29.312478565062825,-151.13010542592966,1.9,577.0,54.0,1396.0,60.0,1303.0,808.0,12.7,57.9,0.8447,0,0,0,0,1,1522.0
2004-03-17 05:00:00,869,0.5,11.0,1.6,554.0,28.0,1460.0,40.0,1268.0,667.0,11.8,58.0,0.8026,0,1,0,0,0,1438.0
2004-03-17 06:00:00,891,0.5,18.0,1.9,576.0,46.0,995.9288772055312,53.0,1289.0,733.0,11.9,57.4,0.7978,0,1,0,0,0,1393.0
2004-03-17 07:00:00,1173,1.6,-142.12372700017636,7.5,878.0,160.0,1038.0,84.0,1556.0,1052.0,9.9,65.2,0.7956,1,0,0,0,0,1452.0
2004-03-17 08:00:00,1587,4.1,260.0,21.4,1334.0,320.0,702.0,108.0,1999.0,1534.0,11.1,60.2,0.7958,1,0,0,0,0,1389.0
2004-03-17 09:00:00,1852,6.6,534.0,48.89224395767626,1696.0,377.0,553.0,127.0,2535.0,1931.0,14.1,50.0,0.802,1,0,0,0,0,1207.0
2004-03-17 10:00:00,1522,4.3,368.0,21.3,1331.0,280.0,703.0,134.0,2026.0,1734.0,17.7,40.1,0.8048,1,0,0,0,0,1365.0
2004-03-17 11:00:00,1438,2.9,200.0,15.4,1161.0,221.0,819.0,101.84526147897427,1782.0,1270.8241854558948,21.1,33.4,0.8265,1,0,0,0,0,1247.0
